,security,DS_DSCODE_C,DS_IS_MAJOR,DS_IS_PRIMQT,DS_SECTYPE,DS_LAST_PRICE_DATE,DS_STATUS,DS_REGION,DS_COVERAGE,DS_QT_NAME,WS_SEC_6035,SYM_INST_ORGPERMID,Industry Group,Sector
862,@THAII14,31284H,Y,1,Ordinary Share,12/13/2023 0:00,ACTIVE,THA,FULL COVERAGE,THAI INDUSTRIAL 1,C764FH900,4295893146,PROPCON,PF&REIT
863,@THAIL44,777374,Y,1,Ordinary Share,12/13/2023 0:00,ACTIVE,THA,FULL COVERAGE,TCM CORPORATION ORS,,4295893023,CONSUMP,HOME
864,@THAIN10,51113K,Y,1,Ordinary Share,12/13/2023 0:00,ACTIVE,THA,FULL COVERAGE,THAI NDESTRTV.TESTING,C7646TG00,4295892839,RESOURC,-
865,@THAIN2,315547,Y,1,Ordinary Share,12/13/2023 0:00,ACTIVE,THA,FULL COVERAGE,THAI NAM PLASTICS,C764B1820,4295893004,INDUS,AUTO
866,@THAIO9,503554,Y,1,Ordinary Share,12/1/2023 0:00,ACTIVE,THA,FULL COVERAGE,THAI OPP,C764H7030,4295893277,INDUS,PKG
867,@THAIP17,540621,Y,1,Ordinary Share,12/13/2023 0:00,ACTIVE,THA,FULL COVERAGE,THAI PACK.AND PRINT.,C764B1830,4295893013,INDUS,PKG
868,@THAIP36,2654Q7,Y,1,Ordinary Share,12/13/2023 0:00,ACTIVE,THA,RESEARCH,THAI.PRI.PR.FHLH. REIT,C764H0ZJ0,5052134897,PROPCON,PF&REIT
869,@THAIP41,9329DU,Y,1,Ordinary Share,12/13/2023 0:00,ACTIVE,THA,RESEARCH,THAI PLASTIC INDUSTRIAL 1994,C764H0140,5058331984,INDUS,-
870,@THAIS6,530597,Y,1,Ordinary Share,12/13/2023 0:00,ACTIVE,THA,FULL COVERAGE,THAI SETAKIJ IN.,C764H7090,4295893289,FINCIAL,INSUR
871,@THAIT13,53438L,Y,1,Ordinary Share,12/13/2023 0:00,ACTIVE,THA,FULL COVERAGE,THAI TAP WATER SUPPLY,C764QZR10,4298008635,RESOURC,ENERG
872,@THORE2,311970,Y,1,Ordinary Share,12/13/2023 0:00,ACTIVE,THA,FULL COVERAGE,THORESEN THAI AG.,C764H7200,4295893304,RESOURC,TRANS
873,@TICON2,25622L,Y,1,Ordinary Share,12/13/2023 0:00,ACTIVE,THA,FULL COVERAGE,FRASERS PROPERTY PUBLIC,C764KI000,4295893345,PROPCON,PROP
874,@TICON20,9273TA,Y,1,Ordinary Share,12/13/2023 0:00,ACTIVE,THA,FULL COVERAGE,FRASERS PROP THA INDUST FHLH.REIT,C764H56S0,5044171961,PROPCON,PF&REIT
875,@TKRUN1,29584T,Y,1,Ordinary Share,12/13/2023 0:00,ACTIVE,THA,FULL COVERAGE,T KRUNGTHAI INDUSTRIES,C764QH600,4295893392,INDUS,AUTO
876,@TKSTE1,27961F,Y,1,Ordinary Share,12/13/2023 0:00,ACTIVE,THA,FULL COVERAGE,TKS TECHNOLOGIES,C764SG400,4295893399,RESOURC,MEDIA
877,@TMCIN2,87772V,Y,1,Ordinary Share,12/13/2023 0:00,ACTIVE,THA,FULL COVERAGE,T M C INDUSTRIAL,C764H50V0,5035155627,INDUS,-
878,@TOAPA3,9170GP,Y,1,Ordinary Share,12/13/2023 0:00,ACTIVE,THA,RESEARCH,TOA PAINT THAILAND,C764H0060,5000791729,PROPCON,CONMAT
879,@TRINI57,75510C,Y,1,Ordinary Share,12/12/2023 0:00,ACTIVE,THA,RESEARCH,TRINITY FHLH.PR.FUND,,5001435224,PROPCON,PF&REIT
880,@TRUET2,8699HK,Y,1,Ordinary Share,12/13/2023 0:00,ACTIVE,THA,FULL COVERAGE,DIGITAL TELECOM.IFCF.,C764H54U0,5040699375,TECH,ICT
881,@TRVRU1,2625DZ,Y,1,Ordinary Share,12/13/2023 0:00,ACTIVE,THA,RESEARCH,T R V RUBBER PRODUCTS PUBLIC,C764H1380,5080517842,INDUS,-
882,@TUDOM1,41446N,Y,1,Ordinary Share,12/13/2023 0:00,ACTIVE,THA,RESEARCH,T U DOME RESD.CMX. LH. PR.,C7645UC00,4295892821,PROPCON,PF&REIT
883,@UNION110,777378,Y,1,Ordinary Share,12/13/2023 0:00,ACTIVE,THA,FULL COVERAGE,UNION PIONEER FABRIC,C764H7230,4295893321,CONSUMP,FASHION
884,@UNIQU16,50357D,Y,1,Ordinary Share,12/13/2023 0:00,ACTIVE,THA,FULL COVERAGE,UNIQUE ENGR.AND CON.,C7641RD00,4295892687,PROPCON,CONS
885,@URBAN16,51206E,Y,1,Ordinary Share,12/12/2023 0:00,ACTIVE,THA,RESEARCH,URBANA PROPERTY (LEASE HOLD),C764H51Q0,4297871587,PROPCON,PF&REIT
886,@UTDPA9,503575,Y,1,Ordinary Share,12/13/2023 0:00,ACTIVE,THA,FULL COVERAGE,UNITED PALM OIL IND.,C764H7260,4295893318,AGRO,AGRI
887,@VLENT1,94476D,Y,1,Ordinary Share,12/13/2023 0:00,ACTIVE,THA,RESEARCH,V L ENTERPRISE,C764H1ZM0,5066575297,SERVICE,-
888,@WHABU1,8729YL,Y,1,Ordinary Share,12/13/2023 0:00,ACTIVE,THA,RESEARCH,WHA BUS.CMX.FH.&. LH. REIT,C764H00K0,5046145528,PROPCON,PF&REIT
889,@WHAPR1,9237YP,Y,1,Ordinary Share,12/13/2023 0:00,ACTIVE,THA,FULL COVERAGE,WHA PRUM.GW.FH.&. LH. REIT,C764H57Q0,5044129199,PROPCON,PF&REIT
