,security,DS_DSCODE_C,DS_IS_MAJOR,DS_IS_PRIMQT,DS_SECTYPE,DS_LAST_PRICE_DATE,DS_STATUS,DS_REGION,DS_COVERAGE,DS_QT_NAME,WS_SEC_6035,SYM_INST_ORGPERMID,Industry Group,Sector
149,@DHIPA6,865649,Y,1,Ordinary Share,2023-12-13 00:00:00,ACTIVE,THA,FULL COVERAGE,DHIPAYA GROUP HOLDINGS,C764H5810,5081074391,FINCIAL,INSUR
150,@DHOUS1,9886QH,Y,1,Ordinary Share,2023-12-13 00:00:00,ACTIVE,THA,RESEARCH,DHOUSE PATTANA,C764H11R0,5074785711,PROPCON,-
151,@DIGIT60,140978,Y,1,Ordinary Share,2023-12-13 00:00:00,ACTIVE,THA,FULL COVERAGE,TRITON HOLDING,C764H6310,4295893216,PROPCON,CONS
152,@DIMET2,51552L,Y,1,Ordinary Share,2023-12-13 00:00:00,ACTIVE,THA,FULL COVERAGE,DIMET (SIAM),C764VJQ10,4295893413,PROPCON,-
153,@DISTA2,140901,Y,1,Ordinary Share,2023-12-13 00:00:00,ACTIVE,THA,FULL COVERAGE,KARMARTS,C76475340,4295892864,SERVICE,COMM
154,@DITTO4,2572VY,Y,1,Ordinary Share,2023-12-13 00:00:00,ACTIVE,THA,RESEARCH,DITTO (THAILAND),C764H00L0,5057819803,TECH,-
155,@DNAPC3,87960H,Y,1,Ordinary Share,2023-12-13 00:00:00,ACTIVE,THA,FULL COVERAGE,MORE RETURN,C764H52B0,5037648159,SERVICE,-
156,@DODAY3,9232TE,Y,1,Ordinary Share,2023-12-13 00:00:00,ACTIVE,THA,RESEARCH,DO DAY DREAM,C764H00F0,5057567016,CONSUMP,PERSON
157,@DODBI1,9312FG,Y,1,Ordinary Share,2023-12-13 00:00:00,ACTIVE,THA,RESEARCH,DOD BIOTECH,C764H00U0,5059948874,CONSUMP,-
158,@DOHOM2,94678T,Y,1,Ordinary Share,2023-12-13 00:00:00,ACTIVE,THA,RESEARCH,DOHOME,C764H1Z60,5062381240,SERVICE,COMM
159,@DONMU1,2572YM,Y,1,Ordinary Share,2023-12-13 00:00:00,ACTIVE,THA,RESEARCH,DON MUANG TOLLWAY,C764H50B0,5001110710,SERVICE,TRANS
160,@DUSIT2,702394,Y,1,Ordinary Share,2023-12-13 00:00:00,ACTIVE,THA,FULL COVERAGE,DUSIT THANI,C76458770,4295892785,SERVICE,TOURISM
161,@DYNAS1,315335,Y,1,Ordinary Share,2023-12-13 00:00:00,ACTIVE,THA,FULL COVERAGE,DYNASTY CERAMIC,C764H5840,4295893204,PROPCON,CONMAT
162,@EARTH94,9819AQ,Y,1,Ordinary Share,2023-12-13 00:00:00,ACTIVE,THA,RESEARCH,EARTH TECH ENVIRONMENT,C764H11F0,5000063070,RESOURC,ENERG
163,@EASON1,32178M,Y,1,Ordinary Share,2023-12-13 00:00:00,ACTIVE,THA,FULL COVERAGE,EASON &,C764U9A00,4295893393,INDUS,AUTO
164,@EASTC47,88221J,Y,1,Ordinary Share,2023-12-13 00:00:00,ACTIVE,THA,RESEARCH,EAST COAST FURNITECH,C764H52V0,5037946495,CONSUMP,-
165,@EASTE130,9173AN,Y,1,Ordinary Share,2023-12-13 00:00:00,ACTIVE,THA,FULL COVERAGE,EASTERN POLYMER GROUP,C764H56C0,4296560132,PROPCON,CONMAT
166,@EASTE138,9030YN,Y,1,Ordinary Share,2023-12-13 00:00:00,ACTIVE,THA,FULL COVERAGE,EASTERN TECHNICAL ENGINEERING,C764H59R0,5050704587,SERVICE,-
167,@EASTE21,317071,Y,1,Ordinary Share,2023-12-13 00:00:00,ACTIVE,THA,FULL COVERAGE,EASTERN POWER,C764H5850,4295893201,RESOURC,ENERG
168,@EASTE26,314887,Y,1,Ordinary Share,2023-12-13 00:00:00,ACTIVE,THA,FULL COVERAGE,EASTERN STAR REAL ESTATE,C764H5860,4295893222,PROPCON,PROP
169,@EKACH1,7747T6,Y,1,Ordinary Share,2023-12-13 00:00:00,ACTIVE,THA,FULL COVERAGE,EKACHAI MEDICAL CARE,C764H59X0,5050991191,SERVICE,HELTH
170,@EKARA2,410511,Y,1,Ordinary Share,2023-12-13 00:00:00,ACTIVE,THA,FULL COVERAGE,EKARAT ENGINEERING,C764KPB00,4295893340,RESOURC,ENERG
171,@ELECT120,140625,Y,1,Ordinary Share,2023-12-13 00:00:00,ACTIVE,THA,FULL COVERAGE,ELECTRICITY GENERATING,C76475350,4295892855,RESOURC,ENERG
172,@ELECT142,28237Q,Y,1,Ordinary Share,2023-12-13 00:00:00,ACTIVE,THA,RESEARCH,WOW FACTOR,C7645K400,4295892830,AGRO,FOOD
173,@EMCTH1,865554,Y,1,Ordinary Share,2023-12-13 00:00:00,ACTIVE,THA,FULL COVERAGE,EMC,C764H5900,4295893203,PROPCON,CONS
174,@ENERG202,88063M,Y,1,Ordinary Share,2023-12-13 00:00:00,ACTIVE,THA,FULL COVERAGE,ENERGY ABSOLUTE,C764H5060,4298077124,RESOURC,ENERG
175,@ERAWA5,88256J,Y,1,Ordinary Share,2023-12-13 00:00:00,ACTIVE,THA,FULL COVERAGE,ERAWAN HOTEL GROWTH PROPERTY,C764H53K0,5038912681,PROPCON,PF&REIT
176,@ESSOT2,53316N,Y,1,Ordinary Share,2023-12-13 00:00:00,ACTIVE,THA,FULL COVERAGE,BANGCHAK SRIRACHA,C764RRR10,4295893389,RESOURC,ENERG
177,@EUREK25,88142J,Y,1,Ordinary Share,2023-12-13 00:00:00,ACTIVE,THA,FULL COVERAGE,EUREKA DESIGN,C764H52G0,5037841569,INDUS,-
178,@EUROA41,2776HH,Y,1,Ordinary Share,2023-12-13 00:00:00,ACTIVE,THA,RESEARCH,EUROASIA TOTAL LOGISTICS,,5068304168,SERVICE,TRANS
179,@EVERL9,356903,Y,1,Ordinary Share,2023-12-13 00:00:00,ACTIVE,THA,FULL COVERAGE,EVERLAND,C76475620,4295892865,PROPCON,PROP
180,@FANCY6,140407,Y,1,Ordinary Share,2023-12-13 00:00:00,ACTIVE,THA,FULL COVERAGE,FANCY WOOD INDUSTRIES,C764H5920,4295893200,CONSUMP,HOME
181,@FILTE3,92219D,Y,1,Ordinary Share,2023-12-13 00:00:00,ACTIVE,THA,FULL COVERAGE,FILTER VISION,C764H53U0,5039731972,SERVICE,-
182,@FINAN397,2762YZ,Y,1,Ordinary Share,2023-12-13 00:00:00,ACTIVE,THA,RESEARCH,FINANSIA X,,5085656832,FINCIAL,FIN
183,@FINAN69,26255U,Y,1,Ordinary Share,2023-12-13 00:00:00,ACTIVE,THA,FULL COVERAGE,FNS HOLDINGS,C7646Y000,4295892836,FINCIAL,FIN
184,@FIRET3,9121VA,Y,1,Ordinary Share,2023-12-13 00:00:00,ACTIVE,THA,RESEARCH,FIRETRADE ENGINEERING,C764H0ZV0,5055458581,SERVICE,COMM
185,@FIREV2,9173AK,Y,1,Ordinary Share,2023-12-13 00:00:00,ACTIVE,THA,FULL COVERAGE,HARN ENGINEERING SOLUTIONS,C764H56G0,5043316847,SERVICE,-
186,@FLOYD2,9211UP,Y,1,Ordinary Share,2023-12-13 00:00:00,ACTIVE,THA,RESEARCH,FLOYD,C764H00Q0,5056392928,PROPCON,-
187,@FNFAC1,2727CQ,Y,1,Ordinary Share,2023-12-13 00:00:00,ACTIVE,THA,FULL COVERAGE,FN FACTORY OUTLET,C764H59T0,5050920552,SERVICE,COMM
188,@FOCUS15,29617K,Y,1,Ordinary Share,2023-12-13 00:00:00,ACTIVE,THA,FULL COVERAGE,PROUD REAL ESTATE,C764GP600,4295893149,PROPCON,-
189,@FOODD1,140344,Y,1,Ordinary Share,2023-12-13 00:00:00,ACTIVE,THA,FULL COVERAGE,FOOD AND DRINKS,C76475360,4295892886,AGRO,FOOD
190,@FORTH17,9069M8,Y,1,Ordinary Share,2023-12-13 00:00:00,ACTIVE,THA,FULL COVERAGE,FORTH SMART SERVICE,C764H54G0,5035457749,SERVICE,-
191,@FORTH8,41190M,Y,1,Ordinary Share,2023-12-13 00:00:00,ACTIVE,THA,FULL COVERAGE,FORTH,C764F1C00,4295893133,SERVICE,-
192,@FORTU95,87668V,Y,1,Ordinary Share,2023-12-13 00:00:00,ACTIVE,THA,FULL COVERAGE,FORTUNE PARTS INDUSTRY,C764H5240,5037590795,INDUS,-
193,@FUNCT1,2667Z5,Y,1,Ordinary Share,2023-12-13 00:00:00,ACTIVE,THA,RESEARCH,FUNCTION INTERNATIONAL,C764H13W0,5062382367,CONSUMP,HOME
194,@FURUK4,887886,Y,1,Ordinary Share,2023-12-13 00:00:00,ACTIVE,THA,FULL COVERAGE,FINE METAL TECHNOLOGIES,C764H5970,4295893233,INDUS,IMM
195,@FUTUR43,41457L,Y,1,Ordinary Share,2023-12-13 00:00:00,ACTIVE,THA,RESEARCH,FUTURE PARK LEASEHOLD PROPERTY,C7646UC00,4295892837,PROPCON,PF&REIT
196,@GCAPI2,8681M2,Y,1,Ordinary Share,2023-12-13 00:00:00,ACTIVE,THA,FULL COVERAGE,G CAPITAL,C764H5370,5000864430,FINCIAL,FIN
197,@GENEN5,540369,Y,1,Ordinary Share,2023-12-13 00:00:00,ACTIVE,THA,FULL COVERAGE,GENERAL ENGINEERING,C764B1510,4295892970,PROPCON,CONMAT
198,@GENES140,2766HF,Y,1,Ordinary Share,2023-12-13 00:00:00,ACTIVE,THA,RESEARCH,GENESIS FERTILITY CENTER,C764H15I0,5083769354,SERVICE,-
199,@GETAB2,70256N,Y,1,Ordinary Share,2023-12-13 00:00:00,ACTIVE,THA,FULL COVERAGE,GETABEC,C764H59C0,5047398582,INDUS,-
200,@GFPTC3,315614,Y,1,Ordinary Share,2023-12-13 00:00:00,ACTIVE,THA,FULL COVERAGE,GFPT,C764A0030,4295892927,AGRO,AGRI
201,@GLOBA204,32481D,Y,1,Ordinary Share,2023-12-13 00:00:00,ACTIVE,THA,FULL COVERAGE,GLOBAL CONNECTIONS,C76424100,4295892688,INDUS,PETRO
202,@GLOBA656,9513RN,Y,1,Ordinary Share,2023-12-13 00:00:00,ACTIVE,THA,FULL COVERAGE,GLOBAL POWER SYNERGY,C764H54W0,5038911471,RESOURC,ENERG
203,@GLOBA747,9068NF,Y,1,Ordinary Share,2023-12-13 00:00:00,ACTIVE,THA,RESEARCH,GLOBAL GREEN CHEMICALS,C764H0ZI0,5000074085,INDUS,PETRO
204,@GLOBA849,9435RK,Y,1,Ordinary Share,2023-12-13 00:00:00,ACTIVE,THA,RESEARCH,GLOBAL SERVICE CENTER,C764H1ZD0,5035397329,SERVICE,-
205,@GLOBE26,29617Q,Y,1,Ordinary Share,2023-12-13 00:00:00,ACTIVE,THA,FULL COVERAGE,GLOBLEX HOLDING,C764RH600,4295893376,FINCIAL,FIN
206,@GLORY20,26116Z,Y,1,Ordinary Share,2023-12-13 00:00:00,ACTIVE,THA,RESEARCH,GLORY FOREVER,C764H1360,5080199910,SERVICE,-
207,@GMMGR5,140736,Y,1,Ordinary Share,2023-12-13 00:00:00,ACTIVE,THA,FULL COVERAGE,GMM GRAMMY,C76481600,4295892900,SERVICE,MEDIA
208,@GOLDE278,93002E,Y,1,Ordinary Share,2023-12-13 00:00:00,ACTIVE,THA,FULL COVERAGE,GOLDEN LIME,C764H53T0,5039630443,INDUS,PETRO
209,@GOODY17,777178,Y,1,Ordinary Share,2023-12-13 00:00:00,ACTIVE,THA,FULL COVERAGE,GOODYEAR (THAILAND),C76458400,4295892762,INDUS,AUTO
210,@GRAND843,9221AG,Y,1,Ordinary Share,2023-12-13 00:00:00,ACTIVE,THA,RESEARCH,GRAND PRIX INTERNATIONAL,C764H59I0,5050697411,SERVICE,MEDIA
211,@GULFE1,9218PH,Y,1,Ordinary Share,2023-12-13 00:00:00,ACTIVE,THA,RESEARCH,GULF ENERGY DEVELOPMENT,C764H0ZB0,5050699008,RESOURC,ENERG
212,@GUNKU3,70253F,Y,1,Ordinary Share,2023-12-13 00:00:00,ACTIVE,THA,FULL COVERAGE,GUNKUL ENGINEERING,C764H5040,5000089934,RESOURC,ENERG
213,@HAADT5,779605,Y,1,Ordinary Share,2023-12-13 00:00:00,ACTIVE,THA,FULL COVERAGE,HAAD THIP,C76458420,4295892775,AGRO,FOOD
214,@HALCY61,67186E,Y,1,Ordinary Share,2023-12-13 00:00:00,ACTIVE,THA,FULL COVERAGE,HALCYON TECHNOLOGY,C76400070,4298112695,INDUS,IMM
215,@HANAM2,316616,Y,1,Ordinary Share,2023-12-13 00:00:00,ACTIVE,THA,FULL COVERAGE,HANA MICROELECTRONICS,C764G0870,4295893177,TECH,ETRON
216,@HEALT132,2625QV,Y,1,Ordinary Share,2023-12-13 00:00:00,ACTIVE,THA,RESEARCH,HEALTHLEAD,C764H1370,5081079851,SERVICE,-
217,@HEMAR6,8733ZT,Y,1,Ordinary Share,2023-12-13 00:00:00,ACTIVE,THA,RESEARCH,HEMARAJ INDUSTRIAL PROPERTY AND LEASEHOLD,C764H55B0,5040925597,PROPCON,PF&REIT
218,@HENGL7,26101Y,Y,1,Ordinary Share,2023-12-13 00:00:00,ACTIVE,THA,RESEARCH,HENG LEASING AND CAPITAL,C764H1310,5074738782,FINCIAL,FIN
219,@HOMEP3,14766U,Y,1,Ordinary Share,2023-12-13 00:00:00,ACTIVE,THA,FULL COVERAGE,HOME PRODUCT CENTER,C764CK740,4295893069,SERVICE,COMM
220,@HOMEP8,9748DT,Y,1,Ordinary Share,2023-12-13 00:00:00,ACTIVE,THA,FULL COVERAGE,HOME POTTERY,C764H57K0,5045944472,CONSUMP,-
221,@HOTPO1,87515H,Y,1,Ordinary Share,2023-12-13 00:00:00,ACTIVE,THA,FULL COVERAGE,JCK HOSPITALITY,C764H50W0,5035167835,AGRO,-
222,@HUMAN42,92224M,Y,1,Ordinary Share,2023-12-13 00:00:00,ACTIVE,THA,RESEARCH,HUMANICA,C764H00I0,4298086875,TECH,ICT
223,@HYDRO48,86540H,Y,1,Ordinary Share,2023-12-13 00:00:00,ACTIVE,THA,FULL COVERAGE,HYDROTEK,C764H51E0,5001437442,PROPCON,-
224,@ICHIT3,93001H,Y,1,Ordinary Share,2023-12-13 00:00:00,ACTIVE,THA,FULL COVERAGE,ICHITAN GROUP,C764H53F0,5038055721,AGRO,FOOD
225,@IENTE2,2760EA,Y,1,Ordinary Share,2023-12-13 00:00:00,ACTIVE,THA,RESEARCH,I2 ENTERPRISE,,5062383538,TECH,-
226,@IIGRO1,98165M,Y,1,Ordinary Share,2023-12-13 00:00:00,ACTIVE,THA,RESEARCH,I&I GROUP,C764H11A0,5073069503,TECH,-
227,@INDAR1,530605,Y,1,Ordinary Share,2023-12-07 00:00:00,ACTIVE,THA,FULL COVERAGE,INDARA INSURANCE,C764B1520,4295892974,FINCIAL,INSUR
228,@INDEX172,9464AZ,Y,1,Ordinary Share,2023-12-13 00:00:00,ACTIVE,THA,RESEARCH,INDEX LIVING M,C764H1ZW0,5035310570,SERVICE,COMM
229,@INDEX180,9922JQ,Y,1,Ordinary Share,2023-12-13 00:00:00,ACTIVE,THA,RESEARCH,INDEX INTERNATIONAL GROUP,C764H1270,5076392623,PROPCON,-
230,@INDOR13,68695K,Y,1,Ordinary Share,2023-12-13 00:00:00,ACTIVE,THA,FULL COVERAGE,INDORAMA VENTURES,C764H58M0,5000045221,INDUS,PETRO
231,@INETL1,25936Y,Y,1,Ordinary Share,2023-12-13 00:00:00,ACTIVE,THA,RESEARCH,INET LEASEHOLD REAL ESTATE INVESTMENT TRUST,C764H12L0,5079210481,PROPCON,PF&REIT
232,@INFOR69,9145UY,Y,1,Ordinary Share,2023-12-13 00:00:00,ACTIVE,THA,RESEARCH,INFORMATION AND COMMUNICATION NETWORKS,C764H0020,5056387782,TECH,ICT
233,@INFRA64,95177X,Y,1,Ordinary Share,2023-12-13 00:00:00,ACTIVE,THA,RESEARCH,INFRASET,C764H10V0,5068936191,TECH,ICT
234,@INGRE19,9124HV,Y,1,Ordinary Share,2023-12-13 00:00:00,ACTIVE,THA,RESEARCH,INGRESS INDUSTRIAL,C764H59H0,5050290700,INDUS,AUTO
235,@INOUE3,140412,Y,1,Ordinary Share,2023-12-13 00:00:00,ACTIVE,THA,FULL COVERAGE,INOUE RUBBER,C76475370,4295892858,INDUS,AUTO
236,@INTER1061,2581Y3,Y,1,Ordinary Share,2023-12-13 00:00:00,ACTIVE,THA,FULL COVERAGE,INTERLINK TELECOM,C764H59Y0,5035395481,TECH,ICT
237,@INTER1237,9525P8,Y,1,Ordinary Share,2023-12-13 00:00:00,ACTIVE,THA,RESEARCH,INTER PHARMA,C764H10Y0,5014217661,CONSUMP,-
238,@INTER1242,9536UK,Y,1,Ordinary Share,2023-12-13 00:00:00,ACTIVE,THA,RESEARCH,INTERMEDICAL CARE AND LAB HOSPITAL,C764H11B0,5071523706,SERVICE,-
239,@INTER1293,2698HE,Y,1,Ordinary Share,2023-12-13 00:00:00,ACTIVE,THA,RESEARCH,INTERNATIONAL NETWORK SYSTEM,C764H14M0,5062391835,TECH,-
240,@INTER311,29383M,Y,1,Ordinary Share,2023-12-13 00:00:00,ACTIVE,THA,FULL COVERAGE,INTERLINK COMMUNICATION,C7648Z500,4295892912,TECH,ICT
241,@INTER452,32586L,Y,1,Ordinary Share,2023-12-13 00:00:00,ACTIVE,THA,FULL COVERAGE,INTERHIDES,C764IJA00,4295893312,INDUS,AUTO
242,@INTER644,14809J,Y,1,Ordinary Share,2023-12-13 00:00:00,ACTIVE,THA,FULL COVERAGE,INTERNET THAILAND,C764CJ220,4295893064,TECH,ICT
243,@INTLR5,27326R,Y,1,Ordinary Share,2023-12-13 00:00:00,ACTIVE,THA,FULL COVERAGE,INTERNATIONAL RESEARCH,C764XR300,4295893474,TECH,-
244,@ITAIL1,2707T7,Y,1,Ordinary Share,2023-12-13 00:00:00,ACTIVE,THA,RESEARCH,I-TAIL,C764H1560,4295892953,AGRO,FOOD
245,@ITALI8,140356,Y,1,Ordinary Share,2023-12-13 00:00:00,ACTIVE,THA,FULL COVERAGE,ITALIAN-THAI DEVELOPMENT,C76474810,4295892842,PROPCON,CONS
246,@ITCIT1,27082D,Y,1,Ordinary Share,2023-12-13 00:00:00,ACTIVE,THA,FULL COVERAGE,IT CITY,C764SL300,4295893409,SERVICE,COMM
247,@ITTTH1,2728T5,Y,1,Ordinary Share,2023-12-13 00:00:00,ACTIVE,THA,RESEARCH,ITTHIRIT NICE,C764H15R0,5082934525,CONSUMP,-
248,@JACKC5,540364,Y,1,Ordinary Share,2023-12-13 00:00:00,ACTIVE,THA,FULL COVERAGE,JACK CHIA INDUSTRIES,C764H6000,4295893193,CONSUMP,PERSON
249,@JAKPA1,99274F,Y,1,Ordinary Share,2023-12-13 00:00:00,ACTIVE,THA,RESEARCH,JAKPAISAN ESTATE,C764H1250,5076392622,PROPCON,-
250,@JASAS2,9514TD,Y,1,Ordinary Share,2023-12-13 00:00:00,ACTIVE,THA,FULL COVERAGE,JAS ASSET,C764H55H0,5038057192,PROPCON,PROP
251,@JASMI11,412047,Y,1,Ordinary Share,2023-12-13 00:00:00,ACTIVE,THA,FULL COVERAGE,JASMINE TECHNOLOGY SOLUTION,C764F2C00,4295893154,TECH,ICT
252,@JASMI7,140293,Y,1,Ordinary Share,2023-12-13 00:00:00,ACTIVE,THA,FULL COVERAGE,JASMINE INTERNATIONAL,C76474820,4295892838,TECH,ICT
253,@JAYMA2,67640L,Y,1,Ordinary Share,2023-12-13 00:00:00,ACTIVE,THA,FULL COVERAGE,JAYMART GROUP HOLDINGS,C764H58B0,4298062618,TECH,ICT
254,@JDFOO1,2659QT,Y,1,Ordinary Share,2023-12-13 00:00:00,ACTIVE,THA,RESEARCH,JD FOOD,C764H13N0,5081461026,AGRO,FOOD
255,@JENKO1,2770D5,Y,1,Ordinary Share,2023-12-13 00:00:00,ACTIVE,THA,RESEARCH,JENKONGKLAI,C764H1620,5082929749,SERVICE,-
256,@JKNGL1,9220WD,Y,1,Ordinary Share,2023-12-13 00:00:00,ACTIVE,THA,RESEARCH,JKN GLOBAL GROUP,C764H00B0,5051389952,SERVICE,MEDIA
257,@JMTNE1,87784Q,Y,1,Ordinary Share,2023-12-13 00:00:00,ACTIVE,THA,FULL COVERAGE,JMT NETWORK SERVICES,C764H51N0,5035570088,FINCIAL,FIN
258,@JSPPH1,2614L0,Y,1,Ordinary Share,2023-12-13 00:00:00,ACTIVE,THA,RESEARCH,JSP PHARMACEUTICAL MANUFACTURING (THAILAND),C764H1350,5080151594,CONSUMP,-
259,@JSPPR1,9069NA,Y,1,Ordinary Share,2023-12-13 00:00:00,ACTIVE,THA,FULL COVERAGE,SEN X,C764H55W0,5042365734,PROPCON,-
260,@JUBIL131,68278J,Y,1,Ordinary Share,2023-12-13 00:00:00,ACTIVE,THA,RESEARCH,JUBILEE ENTERPRISE,C764H58K0,5000060369,CONSUMP,-
261,@JUTHA3,503255,Y,1,Ordinary Share,2023-12-13 00:00:00,ACTIVE,THA,FULL COVERAGE,BIO GREEN ENERGY TECH,C76458530,4295892790,RESOURC,ENERG
262,@JWDIN1,8650C5,Y,1,Ordinary Share,2023-12-13 00:00:00,ACTIVE,THA,FULL COVERAGE,SCGJWD LOGISTICS,C764H57T0,5045871222,SERVICE,TRANS
263,@KANGY3,362466,Y,1,Ordinary Share,2023-12-13 00:00:00,ACTIVE,THA,FULL COVERAGE,KANG YONG ELECTRIC,C76481610,4295892892,CONSUMP,HOME
264,@KASIK3,921998,Y,1,Ordinary Share,2023-12-13 00:00:00,ACTIVE,THA,FULL COVERAGE,KASIKORNBANK,C764C2560,4295893041,FINCIAL,BANK
265,@KCEEL3,777900,Y,1,Ordinary Share,2023-12-13 00:00:00,ACTIVE,THA,FULL COVERAGE,KCE ELECTRONICS,C76458550,4295892777,TECH,ETRON
266,@KCGCO1,2759NA,Y,1,Ordinary Share,2023-12-13 00:00:00,ACTIVE,THA,RESEARCH,KCG CORPORATION,C764H15D0,5083282770,AGRO,FOOD
267,@KEPPE14,316618,Y,1,Ordinary Share,2023-12-13 00:00:00,ACTIVE,THA,FULL COVERAGE,KWI,C764H5950,4295893202,FINCIAL,INSUR
268,@KERRY19,9923JC,Y,1,Ordinary Share,2023-12-13 00:00:00,ACTIVE,THA,RESEARCH,KERRY EXPRESS (THAILAND),C764H1240,5076392643,SERVICE,TRANS
269,@KGISE5,503238,Y,1,Ordinary Share,2023-12-13 00:00:00,ACTIVE,THA,FULL COVERAGE,KGI SECURITIES,C76458810,4295892803,FINCIAL,FIN
270,@KHONB1,75985N,Y,1,Ordinary Share,2023-12-13 00:00:00,ACTIVE,THA,FULL COVERAGE,KHONBURI SUGAR,C764H50A0,5001219271,RESOURC,ENERG
271,@KHONB6,9820VG,Y,1,Ordinary Share,2023-12-13 00:00:00,ACTIVE,THA,RESEARCH,KHONBURI SUGAR POWER PLANT INFRASTRUCTURE,C764H11E0,5073136055,RESOURC,ENERG
272,@KHONK1,30434L,Y,1,Ordinary Share,2023-12-13 00:00:00,ACTIVE,THA,FULL COVERAGE,KHON KAEN SUGAR,C764QQ800,4295893383,AGRO,FOOD
273,@KIATN4,776899,Y,1,Ordinary Share,2023-12-13 00:00:00,ACTIVE,THA,FULL COVERAGE,KIATNAKIN PHATRA BANK,C764B1540,4295892990,FINCIAL,BANK
274,@KIATT2,68149V,Y,1,Ordinary Share,2023-12-13 00:00:00,ACTIVE,THA,RESEARCH,KIATTANA TRANSPORT,C764H58H0,5000072363,SERVICE,TRANS
275,@KKSUP1,9829R8,Y,1,Ordinary Share,2023-12-13 00:00:00,ACTIVE,THA,RESEARCH,K&K SUPERSTORE SOUTHERN,C764H11K0,5071494063,SERVICE,-
276,@KNIGH23,2665GE,Y,1,Ordinary Share,2023-12-13 00:00:00,ACTIVE,THA,RESEARCH,KNIGHT CLUB CAPITAL ASSET MANAGEMENT,C764H1480,5081466725,FINCIAL,-
277,@KPNPR1,88367J,Y,1,Ordinary Share,2023-12-08 00:00:00,ACTIVE,THA,RESEARCH,KPN PROPERTY,C764H53M0,5039188652,PROPCON,PF&REIT
278,@KRISD2,530613,Y,1,Ordinary Share,2023-12-13 00:00:00,ACTIVE,THA,FULL COVERAGE,AKS CORPORATION,C76426210,4295892719,PROPCON,PROP
279,@KRUNG13,502877,Y,1,Ordinary Share,2023-12-13 00:00:00,ACTIVE,THA,FULL COVERAGE,THONBURI MEDICAL CENTRE,C764B1550,4295892992,SERVICE,HELTH
280,@KRUNG14,777181,Y,1,Ordinary Share,2023-11-29 00:00:00,ACTIVE,THA,FULL COVERAGE,KRUNGDHEP SOPHON,C764H6030,4295893189,SERVICE,TRANS
281,@KRUNG16,26429C,Y,1,Ordinary Share,2023-12-13 00:00:00,ACTIVE,THA,FULL COVERAGE,KRUNGTHAI CARD,C764TI100,4295893405,FINCIAL,FIN
282,@KRUNG22,32458R,Y,1,Ordinary Share,2023-12-13 00:00:00,ACTIVE,THA,RESEARCH,KRUNGTHAI CAR RENT AND LEASE,C764A0000,4295892922,FINCIAL,FIN
283,@KRUNG9,502757,Y,1,Ordinary Share,2023-12-13 00:00:00,ACTIVE,THA,FULL COVERAGE,KRUNG THAI BANK,C76425090,4295892709,FINCIAL,BANK
284,@KTMED1,2710V3,Y,1,Ordinary Share,2023-12-13 00:00:00,ACTIVE,THA,RESEARCH,KT MEDICAL SERVICE,C764H14L0,5073797341,SERVICE,-
285,@KULTH2,530595,Y,1,Ordinary Share,2023-12-13 00:00:00,ACTIVE,THA,FULL COVERAGE,KULTHORN KIRBY,C764A0040,4295892935,INDUS,IMM
286,@KUMWE1,9466W3,Y,1,Ordinary Share,2023-12-13 00:00:00,ACTIVE,THA,RESEARCH,KUMWELL CORPORATION,C764H10O0,5068483519,INDUS,-
287,@LADPR1,8700GV,Y,1,Ordinary Share,2023-12-13 00:00:00,ACTIVE,THA,FULL COVERAGE,LADPRAO GENERAL HOSPITAL,C764H57G0,5045945440,SERVICE,HELTH
288,@LAGUN4,317760,Y,1,Ordinary Share,2023-12-12 00:00:00,ACTIVE,THA,FULL COVERAGE,LAGUNA RESORTS & HOTELS,C76475510,4295892878,SERVICE,TOURISM
289,@LALIN2,26557F,Y,1,Ordinary Share,2023-12-13 00:00:00,ACTIVE,THA,FULL COVERAGE,LALIN PROPERTY,C7640N100,4295892697,PROPCON,PROP
290,@LAMSO3,865662,Y,1,Ordinary Share,2023-12-13 00:00:00,ACTIVE,THA,FULL COVERAGE,LAM SOON,C764H6050,4295893230,AGRO,FOOD
291,@LANDH5,771586,Y,1,Ordinary Share,2023-12-13 00:00:00,ACTIVE,THA,FULL COVERAGE,LAND AND HOUSES,C76423300,4295892692,PROPCON,PF&REIT
292,@LANNA2,141999,Y,1,Ordinary Share,2023-12-13 00:00:00,ACTIVE,THA,FULL COVERAGE,LANNA RESOURCES,C76474830,4295892828,RESOURC,ENERG
293,@LDCDE1,9069NG,Y,1,Ordinary Share,2023-12-13 00:00:00,ACTIVE,THA,FULL COVERAGE,LDC DENTAL,C764H55P0,5042375088,SERVICE,-
294,@LEASE2,93001T,Y,1,Ordinary Share,2023-12-13 00:00:00,ACTIVE,THA,FULL COVERAGE,LEASE IT,C764H53W0,5000060594,FINCIAL,-
295,@LEEFE4,503360,Y,1,Ordinary Share,2023-12-13 00:00:00,ACTIVE,THA,FULL COVERAGE,LEE FEED MILL,C764H6060,4295893199,AGRO,AGRI
296,@LEOGL1,9889U2,Y,1,Ordinary Share,2023-12-13 00:00:00,ACTIVE,THA,RESEARCH,LEO GLOBAL LOGISTICS,C764H1Z00,5044100302,SERVICE,-
297,@LIGHT20,29417V,Y,1,Ordinary Share,2023-12-13 00:00:00,ACTIVE,THA,FULL COVERAGE,LIGHTING & EQUIPMENT,C7641A600,4295892680,CONSUMP,HOME
